No,usia,income,rumah,lokasi,pernikahan,jenis kelamin,status
418,45,9.15,OWNED,RURAL,MARRIED,MALE,GOOD
419,35,8.48,OWNED,URBAN,MARRIED,MALE,GOOD
420,39,4.14,PARENTS,URBAN,MARRIED,FEMALE,BAD
421,37,4.25,PARENTS,URBAN,MARRIED,MALE,BAD
422,36,7.52,OWNED,RURAL,MARRIED,FEMALE,GOOD
423,37,4.99,RENT,RURAL,MARRIED,FEMALE,BAD
424,40,5.44,OWNED,URBAN,MARRIED,MALE,BAD
425,39,7.59,RENT,URBAN,MARRIED,MALE,BAD
426,36,4.56,OWNED,RURAL,MARRIED,MALE,BAD
427,36,6.24,OWNED,RURAL,MARRIED,FEMALE,GOOD
428,36,4.8,OWNED,URBAN,MARRIED,FEMALE,GOOD
429,40,4.31,PARENTS,URBAN,MARRIED,MALE,BAD
430,38,3.76,PARENTS,URBAN,MARRIED,MALE,BAD
431,42,6.7,OWNED,URBAN,MARRIED,FEMALE,GOOD
432,39,5.4,OWNED,URBAN,MARRIED,MALE,BAD
433,39,11.4,OWNED,RURAL,MARRIED,MALE,GOOD
434,40,4.43,OWNED,RURAL,MARRIED,MALE,BAD
435,41,6,OWNED,RURAL,MARRIED,MALE,GOOD
436,37,6.71,RENT,RURAL,MARRIED,FEMALE,BAD
437,43,3.64,OWNED,URBAN,SINGLE,FEMALE,BAD
438,45,3.25,OWNED,URBAN,MARRIED,FEMALE,GOOD
439,30,13.56,OWNED,URBAN,MARRIED,MALE,GOOD
440,42,8.23,PARENTS,RURAL,MARRIED,MALE,BAD
441,38,3.96,PARENTS,URBAN,MARRIED,FEMALE,BAD
442,44,8.05,OWNED,RURAL,SINGLE,MALE,GOOD
443,45,4.28,OWNED,URBAN,MARRIED,FEMALE,GOOD
444,39,10.68,OWNED,URBAN,MARRIED,MALE,GOOD
445,40,5.21,RENT,RURAL,MARRIED,FEMALE,BAD
446,38,5.07,PARENTS,URBAN,MARRIED,MALE,BAD
447,41,8.04,OWNED,RURAL,MARRIED,MALE,GOOD
448,44,7.63,PARENTS,URBAN,MARRIED,MALE,BAD
449,43,7.24,PARENTS,RURAL,MARRIED,MALE,BAD
450,41,6.01,OWNED,URBAN,MARRIED,MALE,GOOD
451,45,5.64,OWNED,URBAN,SINGLE,FEMALE,GOOD
452,43,5.74,RENT,URBAN,MARRIED,MALE,BAD
453,44,13.69,RENT,URBAN,MARRIED,MALE,GOOD
454,44,6.62,RENT,URBAN,MARRIED,MALE,BAD
455,46,3.69,OWNED,URBAN,MARRIED,MALE,BAD
456,40,4.72,OWNED,URBAN,MARRIED,MALE,GOOD
457,37,9.08,OWNED,URBAN,MARRIED,FEMALE,GOOD
458,29,5.07,OTHERS,URBAN,SINGLE,MALE,BAD
459,42,5.82,OWNED,RURAL,MARRIED,FEMALE,GOOD
460,39,7.3,OWNED,URBAN,MARRIED,MALE,GOOD
461,40,6.11,OWNED,URBAN,SINGLE,MALE,GOOD
462,47,7.64,OWNED,RURAL,MARRIED,MALE,GOOD
463,35,8.4,OWNED,URBAN,MARRIED,FEMALE,GOOD
464,40,4.87,OWNED,URBAN,MARRIED,MALE,BAD
465,40,5.54,RENT,RURAL,MARRIED,FEMALE,BAD
466,43,3.34,OWNED,RURAL,MARRIED,FEMALE,GOOD
467,38,5.73,RENT,URBAN,MARRIED,FEMALE,BAD
468,30,6.86,OWNED,URBAN,MARRIED,FEMALE,GOOD
469,33,8.87,OWNED,URBAN,MARRIED,MALE,GOOD
470,40,8.83,RENT,RURAL,MARRIED,MALE,BAD
471,29,6.32,OTHERS,URBAN,MARRIED,FEMALE,BAD
472,36,13.81,OWNED,URBAN,MARRIED,FEMALE,GOOD
473,37,6.71,OTHERS,URBAN,MARRIED,MALE,BAD
474,40,5.62,OWNED,URBAN,MARRIED,MALE,GOOD
475,37,8.24,RENT,RURAL,MARRIED,FEMALE,BAD
476,39,7.5,OWNED,URBAN,MARRIED,FEMALE,GOOD
477,44,5.3,OWNED,RURAL,MARRIED,MALE,GOOD
478,38,5.52,OTHERS,RURAL,MARRIED,MALE,BAD
479,43,4.12,OWNED,URBAN,MARRIED,MALE,GOOD
480,32,11,OWNED,RURAL,MARRIED,MALE,GOOD
481,40,6.35,PARENTS,RURAL,MARRIED,FEMALE,BAD
482,39,7.8,OWNED,RURAL,MARRIED,FEMALE,BAD
483,40,3.73,OWNED,URBAN,MARRIED,MALE,BAD
484,44,4.46,OWNED,URBAN,MARRIED,FEMALE,GOOD
485,39,7.07,OWNED,RURAL,MARRIED,MALE,GOOD
486,38,3.78,OWNED,URBAN,MARRIED,MALE,BAD
487,42,6.09,OWNED,URBAN,MARRIED,FEMALE,GOOD
488,33,6.86,RENT,URBAN,SINGLE,FEMALE,GOOD
489,47,4.98,OWNED,RURAL,MARRIED,MALE,GOOD
490,41,9.23,PARENTS,RURAL,MARRIED,MALE,GOOD
491,36,5.42,PARENTS,URBAN,SINGLE,MALE,BAD
492,40,5.78,OWNED,RURAL,SINGLE,MALE,GOOD
493,42,4.16,RENT,URBAN,MARRIED,MALE,BAD
494,38,6.9,PARENTS,URBAN,SINGLE,MALE,BAD
495,41,3.94,OWNED,RURAL,MARRIED,MALE,BAD
496,41,13.25,OWNED,RURAL,MARRIED,MALE,GOOD
497,35,4.73,OWNED,URBAN,MARRIED,MALE,BAD
498,44,7.07,OWNED,RURAL,MARRIED,MALE,GOOD
499,40,5.4,OWNED,RURAL,MARRIED,MALE,BAD
500,39,9.72,OWNED,URBAN,MARRIED,MALE,GOOD
501,43,5.03,OWNED,URBAN,MARRIED,FEMALE,GOOD
502,39,8.36,OWNED,URBAN,MARRIED,FEMALE,GOOD
503,34,8,OWNED,RURAL,MARRIED,MALE,GOOD
504,46,4.24,PARENTS,URBAN,MARRIED,MALE,BAD
505,38,7.94,OWNED,URBAN,MARRIED,MALE,BAD
506,31,5.6,OWNED,RURAL,SINGLE,MALE,BAD
507,30,5.43,OWNED,RURAL,MARRIED,FEMALE,GOOD
508,43,7.1,OWNED,URBAN,MARRIED,MALE,GOOD
509,39,6.18,RENT,RURAL,MARRIED,MALE,GOOD
510,38,6.83,OWNED,URBAN,MARRIED,MALE,GOOD
511,38,10.91,PARENTS,URBAN,MARRIED,MALE,BAD
512,38,5.05,OWNED,URBAN,MARRIED,MALE,BAD
513,45,9.91,OWNED,RURAL,MARRIED,FEMALE,GOOD
514,42,6.92,OWNED,URBAN,MARRIED,FEMALE,GOOD
515,38,3.29,RENT,RURAL,SINGLE,MALE,BAD
516,41,7.69,RENT,RURAL,MARRIED,FEMALE,BAD
517,37,4.67,OWNED,RURAL,MARRIED,FEMALE,GOOD
518,43,7.34,PARENTS,RURAL,MARRIED,MALE,BAD
519,47,6.65,OWNED,URBAN,MARRIED,FEMALE,GOOD
520,40,4.61,RENT,RURAL,MARRIED,FEMALE,BAD
521,39,13.16,OWNED,URBAN,MARRIED,FEMALE,GOOD
522,42,8.59,PARENTS,URBAN,MARRIED,MALE,GOOD
523,48,5.64,OWNED,RURAL,MARRIED,MALE,GOOD
524,42,5.51,RENT,URBAN,MARRIED,MALE,BAD
525,39,9.69,OWNED,RURAL,MARRIED,FEMALE,GOOD
526,38,6.1,RENT,RURAL,MARRIED,FEMALE,BAD
527,40,9.52,RENT,URBAN,MARRIED,FEMALE,BAD
528,44,9.88,PARENTS,URBAN,MARRIED,MALE,GOOD
529,38,7.7,OWNED,RURAL,MARRIED,FEMALE,GOOD
530,31,3.68,OWNED,URBAN,MARRIED,MALE,BAD
531,46,4.59,OWNED,URBAN,SINGLE,FEMALE,GOOD
532,38,6.97,RENT,RURAL,MARRIED,MALE,BAD
533,35,3.36,OWNED,URBAN,MARRIED,MALE,BAD
534,34,12.79,OWNED,RURAL,MARRIED,MALE,GOOD
535,45,4.37,OWNED,URBAN,MARRIED,MALE,GOOD
536,39,4.01,OTHERS,RURAL,MARRIED,FEMALE,BAD
537,40,4.67,OWNED,URBAN,MARRIED,FEMALE,GOOD
538,38,5.28,OWNED,URBAN,SINGLE,FEMALE,GOOD
539,41,3.63,RENT,URBAN,MARRIED,FEMALE,BAD
540,40,9.47,PARENTS,RURAL,MARRIED,FEMALE,BAD
541,44,4.53,OWNED,URBAN,MARRIED,MALE,GOOD
542,39,4.54,PARENTS,URBAN,MARRIED,MALE,BAD
543,39,7.45,OWNED,URBAN,MARRIED,MALE,GOOD
544,41,3.37,OWNED,RURAL,SINGLE,MALE,GOOD
545,39,3.04,RENT,URBAN,MARRIED,MALE,BAD
546,37,3.78,OWNED,URBAN,MARRIED,MALE,BAD
547,44,8.57,OTHERS,RURAL,SINGLE,MALE,GOOD
548,33,7.14,OWNED,RURAL,MARRIED,MALE,GOOD
549,38,12.22,OWNED,RURAL,MARRIED,FEMALE,GOOD
550,42,4.7,OWNED,RURAL,SINGLE,FEMALE,GOOD
551,39,5.27,OWNED,URBAN,MARRIED,FEMALE,GOOD
552,38,5.33,OWNED,RURAL,MARRIED,MALE,BAD
553,45,5.5,OTHERS,RURAL,MARRIED,MALE,GOOD
554,46,8.78,OTHERS,RURAL,MARRIED,MALE,BAD
555,39,5.96,OWNED,RURAL,MARRIED,MALE,GOOD
556,40,5.83,OTHERS,RURAL,MARRIED,FEMALE,BAD
557,39,12.29,OWNED,RURAL,MARRIED,MALE,GOOD
558,39,8.94,OWNED,URBAN,SINGLE,FEMALE,GOOD
559,37,3.99,OWNED,URBAN,MARRIED,MALE,BAD
560,41,6.16,OWNED,RURAL,MARRIED,FEMALE,GOOD
561,41,8.02,OWNED,RURAL,MARRIED,MALE,GOOD
562,41,5.91,PARENTS,URBAN,MARRIED,FEMALE,BAD
563,35,8.2,RENT,URBAN,MARRIED,MALE,BAD
564,32,5.61,OWNED,URBAN,MARRIED,FEMALE,GOOD
565,43,10.53,OWNED,RURAL,MARRIED,MALE,GOOD
566,37,4.74,RENT,RURAL,MARRIED,FEMALE,BAD
567,37,10.03,OWNED,RURAL,MARRIED,MALE,GOOD
568,34,5.16,RENT,URBAN,MARRIED,MALE,BAD
569,38,6.3,OWNED,URBAN,SINGLE,MALE,GOOD
570,45,6.38,OWNED,URBAN,SINGLE,FEMALE,BAD
571,39,5.43,OWNED,URBAN,MARRIED,FEMALE,GOOD
572,41,12.72,OWNED,URBAN,MARRIED,FEMALE,BAD
573,40,5.77,OWNED,RURAL,MARRIED,MALE,BAD
574,40,4.71,OWNED,URBAN,MARRIED,MALE,BAD
575,42,5.39,OWNED,URBAN,SINGLE,MALE,GOOD
576,43,7.9,OWNED,RURAL,MARRIED,FEMALE,GOOD
577,38,8.43,OWNED,URBAN,MARRIED,MALE,GOOD
578,33,6.71,OWNED,RURAL,MARRIED,MALE,GOOD
579,40,6.84,PARENTS,RURAL,MARRIED,MALE,BAD
580,33,8.01,OWNED,RURAL,MARRIED,MALE,GOOD
581,41,7.31,PARENTS,RURAL,MARRIED,FEMALE,GOOD
582,41,11.26,OWNED,URBAN,MARRIED,MALE,GOOD
583,35,5.75,OWNED,URBAN,SINGLE,MALE,GOOD
584,42,10.16,OWNED,URBAN,MARRIED,MALE,GOOD
585,39,6.71,OWNED,URBAN,MARRIED,MALE,GOOD
586,41,8.16,OWNED,RURAL,MARRIED,MALE,GOOD
587,38,7.36,OWNED,URBAN,SINGLE,MALE,GOOD
588,34,5.62,PARENTS,URBAN,MARRIED,FEMALE,BAD
589,40,6.4,OWNED,URBAN,MARRIED,MALE,GOOD
590,37,6.23,OWNED,RURAL,MARRIED,MALE,GOOD
591,41,6.58,OWNED,URBAN,MARRIED,FEMALE,GOOD
592,37,10.8,PARENTS,URBAN,SINGLE,MALE,GOOD
593,33,11.27,OWNED,URBAN,MARRIED,MALE,GOOD
594,35,8.1,PARENTS,URBAN,MARRIED,MALE,BAD
595,42,4.34,PARENTS,URBAN,SINGLE,MALE,BAD
596,31,8.42,RENT,URBAN,MARRIED,MALE,BAD
597,50,5.03,OWNED,URBAN,MARRIED,FEMALE,GOOD
598,37,5.03,RENT,RURAL,MARRIED,MALE,GOOD
599,46,13.05,OWNED,RURAL,MARRIED,MALE,GOOD
600,34,4.47,OWNED,RURAL,MARRIED,MALE,GOOD
601,35,10.89,RENT,RURAL,MARRIED,FEMALE,GOOD
602,38,4.67,OWNED,URBAN,MARRIED,MALE,BAD
603,38,12.06,OWNED,URBAN,MARRIED,MALE,GOOD
604,41,9.67,OWNED,RURAL,MARRIED,MALE,GOOD
605,35,8.17,RENT,URBAN,MARRIED,FEMALE,BAD
606,38,5.52,OWNED,URBAN,MARRIED,FEMALE,BAD
607,44,3.62,PARENTS,URBAN,MARRIED,MALE,BAD
608,31,7.06,RENT,URBAN,SINGLE,FEMALE,GOOD
609,42,3.8,RENT,RURAL,MARRIED,FEMALE,BAD
610,38,9.77,RENT,URBAN,MARRIED,FEMALE,GOOD
611,36,4.72,OWNED,URBAN,MARRIED,MALE,BAD
612,46,4.23,OWNED,RURAL,MARRIED,MALE,GOOD
613,41,7.65,OWNED,RURAL,MARRIED,MALE,GOOD
614,34,11.41,RENT,URBAN,MARRIED,FEMALE,GOOD
615,33,6.31,PARENTS,URBAN,SINGLE,MALE,BAD
616,38,5.52,OWNED,URBAN,MARRIED,MALE,BAD
617,43,5.29,RENT,URBAN,MARRIED,FEMALE,BAD
618,38,6.97,OWNED,RURAL,MARRIED,FEMALE,GOOD
619,43,10.38,OWNED,RURAL,MARRIED,FEMALE,GOOD
620,35,3.34,OWNED,URBAN,MARRIED,FEMALE,GOOD
621,41,6.59,RENT,URBAN,MARRIED,MALE,BAD
622,37,9.09,OWNED,URBAN,MARRIED,FEMALE,GOOD
623,34,6.02,RENT,URBAN,MARRIED,FEMALE,BAD
624,37,6.48,PARENTS,RURAL,MARRIED,FEMALE,GOOD
625,42,5.36,RENT,RURAL,MARRIED,FEMALE,BAD
626,46,3.58,PARENTS,URBAN,MARRIED,FEMALE,BAD
627,39,4.47,OWNED,URBAN,MARRIED,MALE,GOOD
628,40,5.04,PARENTS,RURAL,MARRIED,MALE,BAD
629,39,8.03,OWNED,URBAN,MARRIED,FEMALE,GOOD
630,42,9.66,OWNED,URBAN,MARRIED,FEMALE,GOOD
631,41,9,OWNED,RURAL,MARRIED,MALE,GOOD
632,39,6,OTHERS,RURAL,MARRIED,MALE,BAD
633,37,4.81,RENT,RURAL,MARRIED,MALE,BAD
634,41,4.76,OWNED,RURAL,MARRIED,MALE,GOOD
635,38,6.27,RENT,URBAN,SINGLE,FEMALE,GOOD
636,39,7.64,OWNED,URBAN,MARRIED,MALE,GOOD
637,42,9.7,RENT,RURAL,MARRIED,MALE,BAD
638,41,5.21,PARENTS,URBAN,MARRIED,MALE,BAD
639,32,3.69,PARENTS,URBAN,MARRIED,FEMALE,BAD
640,43,7.36,PARENTS,RURAL,MARRIED,MALE,BAD
641,37,10.89,OTHERS,URBAN,MARRIED,MALE,GOOD
642,40,14.78,RENT,URBAN,MARRIED,MALE,BAD
643,29,6.51,OWNED,RURAL,SINGLE,MALE,GOOD
644,41,9.05,OWNED,URBAN,MARRIED,MALE,GOOD
645,43,7.34,RENT,RURAL,MARRIED,MALE,BAD
646,43,8.92,RENT,RURAL,MARRIED,MALE,BAD
647,39,4.2,OWNED,URBAN,MARRIED,FEMALE,GOOD
648,41,9.04,PARENTS,URBAN,MARRIED,FEMALE,GOOD
649,45,9.98,OWNED,RURAL,MARRIED,MALE,BAD
650,42,9.15,PARENTS,RURAL,MARRIED,FEMALE,GOOD
651,40,4.97,RENT,URBAN,MARRIED,FEMALE,BAD
652,45,5.98,OWNED,URBAN,MARRIED,MALE,GOOD
653,41,6.41,OWNED,URBAN,MARRIED,MALE,GOOD
654,37,8.5,RENT,RURAL,MARRIED,FEMALE,BAD
655,42,4.03,OTHERS,URBAN,MARRIED,MALE,BAD
656,43,3.16,PARENTS,RURAL,MARRIED,MALE,BAD
657,36,9.92,RENT,URBAN,SINGLE,MALE,BAD
658,39,9.75,OWNED,URBAN,MARRIED,MALE,GOOD
659,35,3.51,OWNED,URBAN,MARRIED,MALE,BAD
660,44,5.05,OWNED,RURAL,MARRIED,MALE,GOOD
661,34,11.2,OWNED,RURAL,MARRIED,FEMALE,GOOD
662,29,10.57,OWNED,URBAN,MARRIED,MALE,GOOD
663,39,15.4,OWNED,RURAL,MARRIED,MALE,GOOD
664,45,16.43,RENT,URBAN,MARRIED,FEMALE,GOOD
665,38,5.32,PARENTS,RURAL,MARRIED,FEMALE,BAD
666,36,8.33,PARENTS,RURAL,MARRIED,FEMALE,GOOD
667,46,4.13,OWNED,URBAN,MARRIED,MALE,GOOD
668,42,8.99,RENT,RURAL,MARRIED,FEMALE,GOOD
669,38,16.77,OWNED,URBAN,MARRIED,MALE,GOOD
670,43,9.3,OWNED,URBAN,MARRIED,MALE,GOOD
671,39,6.61,OWNED,URBAN,MARRIED,FEMALE,GOOD
672,35,7.96,RENT,URBAN,SINGLE,FEMALE,BAD
673,38,4.86,PARENTS,URBAN,MARRIED,MALE,BAD
674,40,4.43,OWNED,URBAN,MARRIED,FEMALE,GOOD
675,39,7.04,OWNED,RURAL,MARRIED,MALE,GOOD
676,44,4.23,OWNED,RURAL,MARRIED,MALE,BAD
677,39,8.78,RENT,URBAN,MARRIED,MALE,BAD
678,39,7.17,OWNED,RURAL,MARRIED,MALE,GOOD
679,37,8.21,OWNED,RURAL,SINGLE,FEMALE,BAD
680,42,8.37,OWNED,URBAN,MARRIED,MALE,GOOD
681,37,11.47,OWNED,URBAN,MARRIED,MALE,GOOD
682,37,5.47,PARENTS,URBAN,SINGLE,MALE,BAD
683,40,16.13,OWNED,URBAN,MARRIED,FEMALE,BAD
684,35,6.28,PARENTS,URBAN,MARRIED,MALE,BAD
685,41,4.72,OWNED,URBAN,MARRIED,FEMALE,BAD
686,35,8.93,OWNED,URBAN,MARRIED,FEMALE,GOOD
687,42,5.31,OWNED,URBAN,MARRIED,MALE,GOOD
688,42,9.72,OWNED,RURAL,SINGLE,MALE,GOOD
689,45,5.25,PARENTS,RURAL,MARRIED,MALE,BAD
690,35,14.53,OWNED,URBAN,MARRIED,FEMALE,GOOD
691,42,4.15,PARENTS,RURAL,MARRIED,MALE,BAD
692,35,7.56,OWNED,URBAN,MARRIED,MALE,GOOD
693,37,4.09,OWNED,RURAL,MARRIED,MALE,BAD
694,38,5.05,OWNED,RURAL,MARRIED,MALE,BAD
695,48,6.58,OWNED,RURAL,MARRIED,FEMALE,GOOD
696,37,3.93,RENT,URBAN,MARRIED,FEMALE,BAD
697,41,3.19,OWNED,URBAN,MARRIED,FEMALE,GOOD
698,39,5.83,OWNED,URBAN,MARRIED,FEMALE,GOOD
699,35,7.04,RENT,URBAN,MARRIED,MALE,BAD
700,45,4.57,PARENTS,RURAL,MARRIED,MALE,BAD
701,42,8.82,OTHERS,RURAL,MARRIED,FEMALE,GOOD
702,40,7.64,PARENTS,URBAN,MARRIED,MALE,BAD
703,42,7.12,OWNED,URBAN,MARRIED,MALE,GOOD
704,44,7.19,PARENTS,URBAN,MARRIED,FEMALE,GOOD
705,40,9.83,RENT,URBAN,MARRIED,FEMALE,GOOD
706,39,6,OWNED,RURAL,MARRIED,MALE,GOOD
707,40,11.42,OWNED,URBAN,MARRIED,MALE,GOOD
708,38,5.87,OWNED,URBAN,MARRIED,MALE,GOOD
709,39,9.61,OWNED,RURAL,MARRIED,FEMALE,GOOD
710,42,5.88,PARENTS,URBAN,MARRIED,FEMALE,GOOD
711,39,4.05,OWNED,URBAN,MARRIED,FEMALE,GOOD
712,40,6.72,OWNED,RURAL,MARRIED,FEMALE,GOOD
713,39,7.57,OWNED,URBAN,MARRIED,MALE,GOOD
714,46,4.23,OWNED,URBAN,MARRIED,FEMALE,GOOD
715,44,18.76,OWNED,URBAN,MARRIED,FEMALE,GOOD
716,37,5.03,OWNED,RURAL,MARRIED,FEMALE,GOOD
717,40,9.3,RENT,URBAN,MARRIED,FEMALE,BAD
718,42,7.43,RENT,URBAN,MARRIED,MALE,BAD
719,47,8.27,OWNED,RURAL,MARRIED,MALE,BAD
720,42,6.36,OTHERS,URBAN,SINGLE,FEMALE,GOOD
721,45,5.11,OWNED,URBAN,SINGLE,MALE,GOOD
722,50,7.6,PARENTS,URBAN,MARRIED,FEMALE,GOOD
723,42,8.48,PARENTS,URBAN,MARRIED,FEMALE,GOOD
724,39,6.47,RENT,RURAL,MARRIED,MALE,BAD
725,44,5.2,OWNED,URBAN,MARRIED,FEMALE,GOOD
726,42,3.74,OWNED,URBAN,MARRIED,MALE,BAD
727,40,5.19,OWNED,RURAL,MARRIED,FEMALE,GOOD
728,31,10.89,OWNED,URBAN,MARRIED,FEMALE,GOOD
729,33,5.69,OWNED,RURAL,MARRIED,FEMALE,GOOD
730,38,3.89,OWNED,RURAL,MARRIED,FEMALE,GOOD
731,43,4.25,OWNED,URBAN,MARRIED,MALE,GOOD
732,43,3.69,RENT,URBAN,MARRIED,FEMALE,GOOD
733,37,4.38,RENT,RURAL,MARRIED,FEMALE,BAD
734,36,9.48,OWNED,URBAN,MARRIED,MALE,GOOD
735,32,5.41,PARENTS,URBAN,MARRIED,MALE,BAD
736,44,6.5,OWNED,URBAN,MARRIED,MALE,GOOD
737,42,4.33,RENT,URBAN,MARRIED,MALE,BAD
738,40,5.03,RENT,URBAN,MARRIED,MALE,BAD
739,31,8.34,PARENTS,RURAL,MARRIED,FEMALE,GOOD
740,42,3.66,PARENTS,URBAN,MARRIED,FEMALE,BAD
741,36,4.56,OWNED,RURAL,MARRIED,FEMALE,GOOD
742,41,6.02,OTHERS,URBAN,MARRIED,MALE,BAD
743,37,4.71,OTHERS,RURAL,MARRIED,FEMALE,BAD
744,37,5.87,OWNED,URBAN,MARRIED,FEMALE,GOOD
745,38,5.83,OWNED,RURAL,MARRIED,MALE,BAD
746,44,5.17,OWNED,URBAN,MARRIED,FEMALE,GOOD
747,38,5.28,RENT,URBAN,MARRIED,FEMALE,GOOD
748,34,4.1,OTHERS,URBAN,MARRIED,MALE,BAD
749,38,4.53,RENT,URBAN,MARRIED,FEMALE,BAD
750,39,5.36,OWNED,URBAN,MARRIED,MALE,BAD
751,46,3.45,RENT,URBAN,MARRIED,MALE,GOOD
752,43,10.83,OWNED,URBAN,MARRIED,MALE,GOOD
753,40,5.25,PARENTS,RURAL,MARRIED,MALE,BAD
754,37,6.87,OWNED,URBAN,MARRIED,MALE,GOOD
755,39,5.2,OWNED,URBAN,SINGLE,MALE,GOOD
756,39,6.65,OWNED,URBAN,MARRIED,FEMALE,GOOD
757,42,5.02,OWNED,URBAN,MARRIED,FEMALE,GOOD
758,46,5.74,OWNED,URBAN,MARRIED,MALE,GOOD
759,37,4.52,OWNED,RURAL,MARRIED,FEMALE,GOOD
760,41,10.56,PARENTS,RURAL,MARRIED,FEMALE,GOOD
761,40,5.35,PARENTS,RURAL,MARRIED,FEMALE,BAD
762,36,4.67,OWNED,RURAL,MARRIED,MALE,BAD
763,42,6.77,OTHERS,URBAN,SINGLE,FEMALE,GOOD
764,36,5.46,OWNED,RURAL,MARRIED,MALE,GOOD
765,43,8.76,OTHERS,RURAL,MARRIED,MALE,GOOD
766,44,8.08,RENT,URBAN,SINGLE,MALE,BAD
767,40,12.85,OWNED,URBAN,MARRIED,MALE,GOOD
768,47,14.89,OTHERS,RURAL,MARRIED,MALE,GOOD
769,36,5.52,OTHERS,URBAN,MARRIED,MALE,BAD
770,47,10.25,OWNED,URBAN,MARRIED,MALE,GOOD
771,36,3.69,PARENTS,URBAN,MARRIED,FEMALE,BAD
772,36,10.49,OWNED,URBAN,MARRIED,MALE,GOOD
773,49,5.12,OWNED,URBAN,MARRIED,MALE,GOOD
774,42,8.11,OWNED,RURAL,MARRIED,MALE,GOOD
775,41,7.78,RENT,URBAN,MARRIED,FEMALE,GOOD
776,39,8.11,PARENTS,RURAL,MARRIED,MALE,BAD
777,40,3.55,PARENTS,URBAN,SINGLE,FEMALE,BAD
778,43,6.47,OWNED,URBAN,MARRIED,MALE,GOOD
779,35,3.93,RENT,RURAL,MARRIED,FEMALE,BAD
780,42,7.44,PARENTS,URBAN,MARRIED,MALE,BAD
781,41,4.5,RENT,RURAL,MARRIED,MALE,GOOD
782,41,6.97,PARENTS,URBAN,MARRIED,MALE,BAD
783,43,4.89,PARENTS,URBAN,MARRIED,MALE,BAD
784,40,3.68,OTHERS,URBAN,MARRIED,MALE,BAD
785,35,5.55,PARENTS,URBAN,MARRIED,MALE,BAD
786,41,5.62,RENT,URBAN,MARRIED,FEMALE,BAD
787,43,4.56,OWNED,URBAN,SINGLE,FEMALE,GOOD
788,39,6.21,PARENTS,URBAN,MARRIED,MALE,BAD
789,37,4.28,OWNED,RURAL,MARRIED,MALE,BAD
790,45,4.73,OWNED,URBAN,MARRIED,MALE,GOOD
791,41,10.14,RENT,RURAL,MARRIED,MALE,GOOD
792,36,11.23,OWNED,RURAL,MARRIED,FEMALE,BAD
793,40,5.85,RENT,URBAN,MARRIED,MALE,BAD
794,38,3.39,OWNED,URBAN,MARRIED,MALE,BAD
795,42,3.24,OWNED,RURAL,MARRIED,MALE,BAD
796,36,3.43,OWNED,URBAN,MARRIED,MALE,BAD
797,41,4.58,OWNED,RURAL,MARRIED,FEMALE,GOOD
798,40,5.01,OWNED,RURAL,MARRIED,MALE,GOOD
799,41,6.06,OWNED,URBAN,SINGLE,MALE,GOOD
800,40,15.33,OWNED,RURAL,MARRIED,FEMALE,GOOD
801,37,4.33,OWNED,URBAN,MARRIED,FEMALE,BAD
802,40,12,OWNED,URBAN,MARRIED,FEMALE,GOOD
803,32,15.38,OWNED,URBAN,MARRIED,MALE,GOOD
804,44,9.03,PARENTS,URBAN,MARRIED,FEMALE,GOOD
805,36,3.96,PARENTS,RURAL,MARRIED,MALE,BAD
806,44,7.15,OWNED,URBAN,MARRIED,FEMALE,GOOD
807,40,5.98,OWNED,URBAN,SINGLE,MALE,GOOD
808,36,6.46,OWNED,URBAN,MARRIED,FEMALE,GOOD
809,44,4.55,OWNED,URBAN,MARRIED,MALE,GOOD
810,43,10.99,RENT,URBAN,MARRIED,FEMALE,GOOD
811,37,7.11,OWNED,URBAN,MARRIED,FEMALE,GOOD
812,42,8.09,OWNED,URBAN,SINGLE,MALE,GOOD
813,43,12.48,OTHERS,URBAN,MARRIED,MALE,GOOD
814,38,7.41,PARENTS,URBAN,MARRIED,MALE,BAD
815,34,4,OWNED,URBAN,MARRIED,FEMALE,GOOD
816,37,7.99,OWNED,RURAL,MARRIED,FEMALE,GOOD
817,45,7.86,OWNED,URBAN,MARRIED,MALE,GOOD
818,34,6.53,OWNED,RURAL,MARRIED,MALE,GOOD
819,35,4,OWNED,RURAL,SINGLE,MALE,GOOD
820,44,6.43,RENT,URBAN,MARRIED,MALE,BAD
821,42,5.87,OWNED,URBAN,SINGLE,FEMALE,GOOD
822,39,10.58,OWNED,RURAL,MARRIED,FEMALE,GOOD
823,41,7.86,OWNED,URBAN,MARRIED,FEMALE,GOOD
824,38,6.99,OWNED,URBAN,MARRIED,FEMALE,GOOD
825,37,7.33,OWNED,RURAL,MARRIED,MALE,GOOD
826,32,8.61,PARENTS,RURAL,MARRIED,FEMALE,GOOD
827,34,4.62,RENT,RURAL,MARRIED,FEMALE,BAD
828,40,8.64,PARENTS,RURAL,MARRIED,FEMALE,GOOD
829,46,4.07,OWNED,URBAN,MARRIED,MALE,GOOD
830,42,4.07,RENT,URBAN,MARRIED,MALE,BAD
831,40,8.02,RENT,RURAL,MARRIED,MALE,BAD
832,37,9.14,OWNED,RURAL,MARRIED,MALE,GOOD
833,38,4.8,OWNED,RURAL,MARRIED,MALE,GOOD
834,32,9.55,OWNED,RURAL,MARRIED,MALE,GOOD
835,47,4.23,PARENTS,RURAL,MARRIED,FEMALE,GOOD
